filename,name,year,text,match_string,page,start,end,class,
Royal_Dutch_Shell_Annual_Report_2019.pdf,Royal Dutch Shell,2019,"All metrics except for the Employees metric exclude the 4,000 employees in certain New Energies and Downstream companies.","the 4,000 employees",103,8,11,0,
Sainsburys_Annual_Report_2019.pdf,Sainsburys,2019,"<TABLE 168 CONTENTS(The average number of employees, including Directors, during the year was: Full-time Part-time Full-time equivalent) ENDTABLE>",average number of employees,155,4,8,1,
Segro_Annual_Report_2019.pdf,Segro,2019,"It is our responsibility to make SEGRO a place where people feel fulfilled by the work that they do, are inspired by the environment they work in and are supported and developed to reach their full potential. We have just over 300 employees who help manage, maintain and build our portfolio and run the business.",have just over 300 employees,44,40,45,0,
Severn_Trent_Annual_Report_2019.pdf,Severn Trent,2019,"We directly employ over 6,500 people. ","employ over 6,500 people",7,2,6,1,
Severn_Trent_Annual_Report_2019.pdf,Severn Trent,2019,"The table shows the movement in salary, benefits and annual bonus for the CEO between the current and previous financial year compared with that of the average employee. The Committee looks to ensure that the approach to fair pay is implemented in practice throughout the Group.",average employee,118,27,29,0,
Severn_Trent_Annual_Report_2019.pdf,Severn Trent,2019,Employees The average number of employees within the Group is shown in note 9 to the Group financial statements.,average number of employees,125,2,6,0,
Severn_Trent_Annual_Report_2019.pdf,Severn Trent,2019,<TABLE 93 CONTENTS(Amortisation of acquired intangible assets and exceptional costs Total Wages and salaries Social security costs Pension costs Share based payments Total employee costs Power Carbon Reduction Commitment Raw materials and consumables Rates Charge for bad and doubtful debts Services charges Depreciation of tangible fixed assets Amortisation of intangible fixed assets Hired and contracted services Operating lease rentals Hire of plant and machinery Research and development expenditure Loss/(profit) on disposal of tangible fixed assets Exchange losses Infrastructure maintenance expenditure Ofwat licence fees Other operating costs Other operating income Release from deferred credits Own work capitalised) ENDTABLE>,Total employee,155,23,25,0,
Severn_Trent_Annual_Report_2019.pdf,Severn Trent,2019,The average number of employees during the year was 11 (2018: 9).,average number of employees,200,1,5,1,2018
Severn_Trent_Annual_Report_2019.pdf,Severn Trent,2019,Average number of employees (including Executive Directors) during the year:,Average number of employees,156,0,4,1,
Smurfit_Kappa_Annual_Report_2019.pdf,Smurfit Kappa,2019,"Over the last number of years, employee engagement surveys have been conducted across the 46,000 employees in the Group. During 2019, the outcome of a pulse survey conducted showed an increase in employee engagement. In 2020, another engagement survey of all employees will be conducted. As a Board, we are looking for continuous improvement in our employee engagement scores.","the 46,000 employees",19,14,17,1,
Smurfit_Kappa_Annual_Report_2019.pdf,Smurfit Kappa,2019,"There are many ways in which we make it clear to our employees that we respect and value them. For example, we have competitive wage structures aligned with market standards, multiple career advancement opportunities, a commitment to global mobility, easy to understand communication of rewards packages; as well as a policy of openly thanking our colleagues for going above and beyond what is expected. As an organisation, we are also committed to gender pay equality and will continue to proactively monitor the pay of male and female colleagues, in similar roles, to ensure it is comparable. For example, under new legislation, UK employers with more than 250 employees are required to publish key metrics on their gender pay gap. Our UK business has published such a report.",with more than 250 employees,53,116,121,0,
Smurfit_Kappa_Annual_Report_2019.pdf,Smurfit Kappa,2019,"Relative Importance of Spend on Pay The following tables set out the amounts and percentage change in profit, dividends and total employee costs for the financial year ended 31 December 2019 against 2018.",total employee,74,21,23,0,
Smurfit_Kappa_Annual_Report_2019.pdf,Smurfit Kappa,2019,<TABLE 36 CONTENTS(Profit before income tax and exceptional items Dividends paid to shareholders Total employee costs1) ENDTABLE>,Total employee,74,14,16,0,
Smurfit_Kappa_Annual_Report_2019.pdf,Smurfit Kappa,2019,"The average full time equivalent number of employees, including Directors and part-time employees in continuing operations was 46,563 (2018: 46,025).",number of employees,74,1,3,1,
Smurfit_Kappa_Annual_Report_2019.pdf,Smurfit Kappa,2019,PBT and exceptionals Dividends paid Total employee costs,Total employee,74,6,8,0,
Smurfit_Kappa_Annual_Report_2019.pdf,Smurfit Kappa,2019,"Total employee benefit expense 2,319 2,151",Total employee,113,0,2,0,
Smurfit_Kappa_Annual_Report_2019.pdf,Smurfit Kappa,2019,"We operate across 35 countries with around 46,000 employees in over 350 production sites and revenue of 9.0 billion in 2019.","with around 46,000 employees",3,5,9,1,
SSE_Annual_Report_2019.pdf,SSE,2019,"Contributing to GDP and jobs With over 20,000 employees and operations embedded throughout the UK and Ireland, SSE s business and its supply chain is large, complex and continually changing. This activity drives a significant economic contribution each year, in cities as well as in many rural areas across these countries.","With over 20,000 employees",28,5,9,1,
Taylor_Wimpey_Annual_Report_2019.pdf,Taylor Wimpey,2019," We continue to be a very significant local employer in the UK, employing, on average, 5,796 people in 2019, and providing opportunities for a further 14.6k operatives on our sites. ","employing, on average, 5,796 people",18,103,110,1,
Taylor_Wimpey_Annual_Report_2019.pdf,Taylor Wimpey,2019,Definition: Voluntary resignations divided by number of total employees.,total employees,30,8,10,0,
Taylor_Wimpey_Annual_Report_2019.pdf,Taylor Wimpey,2019,"Our CEO pay ratios have been calculated using option B which is to use the 2019 gender pay gap data to identify the three employees that represent the lower quartile, the median and the upper quartile. We believe this provides us with a clear methodology involving less adjustments to calculate Full-Time Equivalent earnings and is more likely to produce more robust reporting year on year.",the three employees,131,24,27,0,
Taylor_Wimpey_Annual_Report_2019.pdf,Taylor Wimpey,2019,"During 2019, we directly employed, on average, 5,796 people across the UK (2018: 5,358) and provided opportunities for over 14.6k further operatives on our sites. Our voluntary employee turnover rate remained low at 12.9% (2018: 14.5%).","employed, on average, 5,796 people",38,5,12,1,
Tesco_Annual_Report_2019.pdf,Tesco,2019,The table below shows the average number of employees by operating segment during the financial year.,average number of employees,115,5,9,1,
Tesco_Annual_Report_2019.pdf,Tesco,2019,Average number of employees Average number of full-time equivalents,Average number of employees,115,0,4,1,
Unilever_Annual_Report_2019.pdf,Unilever,2019,"The table below shows the five-year history year-on-year percentage change in remuneration for the CEO, CFO and the average total compensation for an employee of the Group (based on total staff costs for the relevant financial year) pursuant to Dutch requirements. The respective change in percentages in fees for our Non-Executive Directors are included in the table 'Percentage change in remuneration of Non-Executive Directors' on page 72.",total staff,78,37,39,0,
Unilever_Annual_Report_2019.pdf,Unilever,2019,"(a) Calculated using the data for Dutch purposes from the Executive Directors single figure table on page 66 (for information on exchange rates please see the footnotes in that table). As at 1 January 2019 Alan Jope succeeded Paul Polman as CEO and therefore the CEO remuneration from 2018 to 2019 decreased compared to prior years as Alan Jope's Fixed Pay was set at a level lower than Paul Polman's. The change from 2017 to 2018 is due to a lower MCIP and GSIP performance ratio comparing to the previous year. (b) Calculated using the data for Dutch purposes from the Executive Directors single figure table on page 66 (for information on exchange rates please see the footnotes in that table). As at October 2015 Jean-Marc Huet stepped down as CFO and therefore the figures only include ten months for 2015. Graeme Pitkethly succeeded Jean-Marc Huet as an Executive Director as per 21 April 2016, although he assumed the role of CFO as from October 2015. As a result the figure for 2016 include payments from May 2016 onwards. The CFO remuneration from 2015 to 2016 therefore decreased, which was also due to Graeme Pitkethly's Fixed Pay being set at a level lower than Jean-Marc Huet's. (c) Calculated using the total staff costs (minus the CEO and CFO remuneration pursuant to Dutch requirements as included in the Executive Directors single figure tables) divided by the average number of employees during the year, using the data from Staff and Management costs from note 4A on page 97. (d) Calculated using the data for Dutch purposes from the Executive Directors single figure table on page 66 divided by the average total compensation per FTE number in this table for the respective year. (e) USG and UOM are relevant performance measures for both our bonus and long-term incentive plans and Underlying EPS is a relevant performance measure since 2017 when we introduced it for MCIP. In 2019 the definition of USG has changed and currently includes a normalised level of price growth, which will be capped at an annual rate that is equivalent to approximately 2% per month compounded. As result of this new definition USG figures for 2016, 2017 and 2018 have been restated compared to previous disclosures. (f) The CEO and CFO % change from 2016 to 2017 is due to a higher MCIP and GSIP performance ratio compared to the previous years. The year-on-year changes in pay for the average compensation for an employee (FTE) are proportionally smaller than for the CEO and CFO. The CEO and CFO have the highest proportion of variable pay as they have the highest levels of responsibility. The key difference in pay between colleagues at different work levels is quantum; the higher the work level, the greater the value of each element. Also, with successive work levels, the greater the proportion of the total package that is performance related, rather than fixed.",labelled['likelihood'],78,242,244,0,
Unilever_Annual_Report_2019.pdf,Unilever,2019,"The chart below shows the relative spend on pay compared with dividends paid to Unilever shareholders and underlying earnings. Underlying earnings represent the underlying profit attributable to Unilever shareholders and provides a good reference point to compare spend on pay. The chart below shows the percentage of movement in underlying earnings, dividends and total staff costs versus the previous year.",total staff,78,56,58,0,
Unilever_Annual_Report_2019.pdf,Unilever,2019,Total staff costs,Total staff,78,0,2,0,
Unilever_Annual_Report_2019.pdf,Unilever,2019,"During 2019 the average number of employees employed by Unilever N.V. was 16, of whom 15 worked abroad.",average number of employees,151,3,7,1,
Unilever_Annual_Report_2019.pdf,Unilever,2019,"The average number of employees during 2019 included 9,327 seasonal workers. ",average number of employees,168,1,5,1,
Unilever_Annual_Report_2019.pdf,Unilever,2019,"During its various visits last year to Unilever s operations, including in Brazil and the United States, the Board was able to witness first-hand the passion and commitment of Unilever s hard-working employees. On behalf of the Board, I want to thank all of the 150,000 employees of Unilever for their efforts in 2019, and also acknowledge our appreciation for the continuing support of the Group s shareholders.","the 150,000 employees",7,52,55,1,
United_Utilities_Annual_Report_2019.pdf,United Utilities,2019,"We won the prize for Best Mental Wellbeing, for a company with 5,000 employees or more, for identifying specific issues in our workforce, setting out a clear approach to building a supportive culture, and for putting good data analytics in place to measure progress. The judges praised our mental health selfies as an excellent way of encouraging staff to engage with their own mental wellbeing, and were impressed by the support network we have built for mental health first aiders.","with 5,000 employees",37,12,15,0,
United_Utilities_Annual_Report_2019.pdf,United Utilities,2019,"We have been successful in attracting and retaining people and have continued with our apprentice and graduate programmes for 2018/19. We now have a total of 39 graduates and 116 apprentices across the business. Our investment in recruiting graduates and apprentices is already benefiting the company, with 214 employees who have previously been on either the graduate or apprentice scheme having secured permanent roles across our business.",with 214 employees,64,49,52,0,
United_Utilities_Annual_Report_2019.pdf,United Utilities,2019,"Information on our average number of employees during the year, can be found in note 3 on page 173.",average number of employees,154,3,7,0,
United_Utilities_Annual_Report_2019.pdf,United Utilities,2019,Average number of employees during the year (full-time equivalent including directors):,Average number of employees,177,0,4,1,
United_Utilities_Annual_Report_2019.pdf,United Utilities,2019,"2018 number Average number of employees during the year 5,267 5,223",Average number of employees,177,2,6,1,
Vodafone_Annual_Report_2019.pdf,Vodafone,2019,"A diverse and inclusive Vodafone This year we employed an average of 92,005 people with 131 nationalities as well as over 10,423 contractors. Our commitment to all forms of diversity and inclusion begins at the top, with clear leadership from the Vodafone Group Plc Board and is embedded at every level of our business through the Digital Vodafone Way, the Code of Conduct and our Business Principles .","employed an average of 92,005 people",45,8,14,1,
Whitbread_Annual_Report_2019.pdf,Whitbread,2019,"We employ over 35,000 team members across our brands. It is our Winning Teams that make every day experiences special for our customers, so they return time and time again. That s why ensuring our people feel invested in and supported is important to us.","employ over 35,000 team",34,1,5,1,
Aviva_Annual_Report_2019.pdf,,2019,"We have over 31,000 people working in our offices from Norwich to Singapore. Each of our colleagues brings unique knowledge and experience, attitudes and ambitions. It s important to us that everyone is involved including those with visible and invisible disabilities. We make reasonable adjustments for our people and also for candidates who are interested in working for us. As a Disability Confident Employer; a Government scheme that supports employers to make the most out of the talents that disabled colleagues can bring to our organisation, we will interview every disabled applicant that meets the minimum criteria for the job and offer Workplace Adjustment Passports to colleagues. Our AvivAbility community is for all colleagues with an interest in disability and engages with Aviva and the wider community to build interest around the topic of Visible and Invisible disabilities to increase awareness and acceptance of all disabilities and highlight the value that these individuals bring.","have over 31,000 people",20,1,5,0,
Aviva_Annual_Report_2019.pdf,,2019,"1 Average employee numbers have been calculated using a monthly average that takes into account recruitment, leavers, transfers, acquisitions and disposals of businesses during the year.",Average employee,157,1,3,0,
Aviva_Annual_Report_2019.pdf,,2019,"Our diverse global workforce is made up of 31,181 colleagues, with more than 15,000 colleagues in our home market in the UK.","with more than 15,000 colleagues",19,11,16,1,
Aviva_Annual_Report_2019.pdf,,2019,(ii) Staff costs Total staff costs were:,Total staff,270,5,7,0,
Aviva_Annual_Report_2019.pdf,,2019,"Total staff costs 2,036 1,974",Total staff,157,0,2,0,
Aviva_Annual_Report_2019.pdf,,2019,"Total staff costs 2,036 1,974",Total staff,157,0,2,0,
B&M_Annual_Report_2019.pdf,,2019,The average monthly number of persons employed by the Group during the period was:,average monthly number of persons,92,1,6,1,
B&M_Annual_Report_2019.pdf,,2019,"Our Group now employs over 33,700 people across our four businesses. The vast majority of colleagues are based in the UK in our B&M stores business. We have created over 800 new jobs alone in B&M in the UK in financial year under review.","employs over 33,700 people",34,3,7,1,
B&M_Annual_Report_2019.pdf,,2019,The Group has one employee who is a member of a defined benefit scheme (2018: one employee). The liability held on the balance sheet at the year end was 245k (2018: 250k).,has one employee,92,2,5,0,
Barclays_Annual_Report_2019.pdf,,2019,<TABLE 147 CONTENTS(For the year ended 31 December 2019 Total income Credit impairment charges Net operating income/(expenses) Operating costs UK bank levy Litigation and conduct Total operating expenses Other net incomea Profit/(loss) before tax Total assets ( bn) Number of employees (full time equivalent) Average number of employees (full time equivalent) For the year ended 31 December 2018 Total incomeb Credit impairment (charges)/releases Net operating income/(expenses) Operating costs UK bank levy GMP charge Litigation and conduct Total operating expenses Other net income/(expenses)a Profit/(loss) before tax Total assets ( bn) Number of employees (full time equivalent)) ENDTABLE>,Average number of employees,255,50,54,1,
Barclays_Annual_Report_2019.pdf,,2019,"That extends to those who work for us indirectly as well, such as contractors, although in a more limited way. In 2020, our supplier code of conduct will require organisations with more than 250 employees to demonstrate that they have an effective workforce engagement approach of their own.",with more than 250 employees,31,34,39,0,
Barclays_Annual_Report_2019.pdf,,2019,"Of the total number of employee share options and share awards at 31 December 2019, 43m (2018: 43m) were anti-dilutive.",total number of employee,270,2,6,0,
Barclays_Annual_Report_2019.pdf,,2019,Total Colleagues : 3.5%,Total Colleagues,108,0,2,0,
Barclays_Annual_Report_2019.pdf,,2019,<TABLE 19 CONTENTS(Group CEO Average employee) ENDTABLE>,Average employee,119,5,7,0,
Barclays_Annual_Report_2019.pdf,,2019,"Total staff costs 8,315 8,629 8,560",Total staff,315,0,2,0,
BP_Annual_Report_2019.pdf,,2019,"Denver The board visited BP s Denver office in September 2019 where they hosted several employee events. A town hall took place, led by Helge Lund, with the rest of the board present to talk with the workforce and answer questions over a community lunch with over 150 employees in attendance. The board was also introduced to emerging talent in the region and met with senior leadership. As part of the suite of events the board also met with external stakeholders at a business reception in the city. 150",with over 150 employees,91,48,52,0,
Ferguson_Annual_Report_2019.pdf,,2019,"The average number of employees including discontinued operations was 35,939 (2018: 37,877).",average number of employees,129,1,5,1,
Ferguson_Annual_Report_2019.pdf,,2019,<TABLE 187 CONTENTS(Cover for ordinary dividends Net tangible assets per ordinary share Return on gross capital employed Cash generated from operations from continuing and discontinued operations ($m) Average number of employees Number of shares in issue at year-end (million)) ENDTABLE>,Average number of employees,163,31,35,1,
Ferguson_Annual_Report_2019.pdf,,2019,Average number of employees 2019 2018,Average number of employees,129,0,4,1,
Ferguson_Annual_Report_2019.pdf,,2019,"The total staff costs, including discontinued operations, was $3,163 million (2018: $3,155 million).",total staff,129,1,3,0,
Ferguson_Annual_Report_2019.pdf,,2019,"The following table sets out the amounts and percentage change in total employee remuneration costs, dividends and returns of capital for the year ended 31 July 2019 compared to the year ended 31 July 2018.",total employee,107,11,13,0,
Ferguson_Annual_Report_2019.pdf,,2019,"Total staff costs 3,163 2,913",Total staff,129,0,2,0,
Ferguson_Annual_Report_2019.pdf,,2019,<TABLE 77 CONTENTS(Year ended Percentage change Total employee remuneration costs1 Ordinary dividends paid1 Special dividends paid1 N/A Share buy back1) ENDTABLE>,Total employee,107,7,9,0,
Fresnillo_Annual_Report_2019.pdf,,2019,"LOCAL EMPLOYMENT AND PROCUREMENT Local employment is a key driver of social acceptability and community development. We promote local employment from the early days of the exploration phase onwards. In the development and operational phases, for example, we offer employment opportunities directly or through our mining contractors. Our local and regional labour as a percentage of the total workforce is 75.55%. Our Centre for Technical Studies (CETEF) trains mining technicians to meet our specific needs. CETEF candidates are chosen from the communities surrounding our operations, thus securing talent and strengthening our social licence to operate. We participate in the mining clusters of Zacatecas, Sonora and Chihuahua. These clusters contribute to the development of regional suppliers, strengthening their participation in the value chain of mining companies.",total workforce,86,62,64,0,
Fresnillo_Annual_Report_2019.pdf,,2019,Average workforce salary adjustments.,Average workforce,151,1,3,0,
Fresnillo_Annual_Report_2019.pdf,,2019,AVERAGE WORKFORCE TRAINING HOURS,AVERAGE WORKFORCE,71,0,2,0,
GSK_Annual_Report_2019.pdf,,2019,The average monthly number of persons employed by the Group (including Directors) during the year was:,average monthly number of persons,187,1,6,1,
GSK_Annual_Report_2019.pdf,,2019,"We have over 99,000 employees across 95 countries with outstanding scientific and technical know-how and deep expertise in regulation, intellectual property and commercialisation. We also work with world-leading experts and form strategic partnerships to complement our existing capabilities.","have over 99,000 employees",3,1,5,1,
GSK_Annual_Report_2019.pdf,,2019,"In addition, GSK continues to meet its commitment as a member of the 5% Club, a group of UK companies committed to hiring young people in development programmes into at least 5% of UK roles. We currently have 799 people on our graduate and MBA programmes globally and 398 in apprenticeships in UK, US, Canada, Ireland, Singapore and Belgium.",have 799 people,38,42,45,0,
GSK_Annual_Report_2019.pdf,,2019,"Total employee pay 4.40 9,855 9,440",Total employee,130,0,2,0,
GSK_Annual_Report_2019.pdf,,2019,Relative importance of spend on pay The table shows total employee pay and the Group s dividends paid to shareholders.,total employee,130,9,11,0,
HSBC_Holdings_Annual_Report_2019.pdf,,2019,Average number of persons employed by HSBC during the year by geographical region,Average number of persons,256,0,4,1,
HSBC_Holdings_Annual_Report_2019.pdf,,2019,Average number of persons employed by HSBC during the year by global business,Average number of persons,256,0,4,1,
HSBC_Holdings_Annual_Report_2019.pdf,,2019,"At December 2019, HSBC employed approximately 40,000 people in the UK.","employed approximately 40,000 people",83,5,9,1,
HSBC_Holdings_Annual_Report_2019.pdf,,2019,"<TABLE 457 CONTENTS(At 31 December 2019, HSBC had a total workforce equivalent to employment were the UK with approximately 40,000 employees, India with 40,000, Hong Kong with 31,000, mainland China with) ENDTABLE>",total workforce,217,11,13,1,
HSBC_Holdings_Annual_Report_2019.pdf,,2019,Employee compensation and benefit expense in respect of HSBC Holdings employees in 2019 amounted to $37m (2018: $37m). The average number of persons employed during 2019 was 60 (2018: 43). Employees who are members of defined benefit pension plans are principally members of either the HSBC Bank (UK) Pension Scheme or the HSBC International Staff Retirement Benefits Scheme. HSBC Holdings pays contributions to such plans for its own employees in accordance with the schedules of contributions determined by the trustees of the plans and recognises these contributions as an expense as they fall due.,average number of persons,258,28,32,0,
HSBC_Holdings_Annual_Report_2019.pdf,,2019,"mechanisms through which it receives views from the workforce and determined that these were working effectively and, therefore, did not adopt one of the three workforce engagement options proposed under the UK Code. Further details can be found on page 172.",the three workforce,159,25,28,0,
HSBC_Holdings_Annual_Report_2019.pdf,,2019,total staff pay between 2018 and 2019 and total staff,total staff,203,1,3,0,
HSBC_Holdings_Annual_Report_2019.pdf,,2019,"Total employee benefit assets (within Note 22 Prepayments, accrued income and other assets ) 8,280",Total employee,258,0,2,0,
HSBC_Holdings_Annual_Report_2019.pdf,,2019,"Total employee benefit assets (within Note 22 Prepayments, accrued income and other assets ) 7,934",Total employee,258,0,2,0,
HSBC_Holdings_Annual_Report_2019.pdf,,2019,"Total employee benefit liabilities (within Note 26 Accruals, deferred income and other liabilities ) (1,771)",Total employee,258,0,2,0,
HSBC_Holdings_Annual_Report_2019.pdf,,2019,"Total employee benefit liabilities (within Note 26 Accruals, deferred income and other liabilities ) (2,167)",Total employee,258,0,2,0,
Informa_Annual_Report_2019.pdf,,2019,"There are also bespoke development programmes. In 2019 Informa Intelligence launched a Rising Talent programme, which started with 20 colleagues identified as having strong leadership potential participating in a kick-off event in London. The group presented business ideas to Senior Management, attended talks and networked, and are being supported during the year with mentoring, personal development plans and through an online community.",with 20 colleagues,41,19,22,0,
Informa_Annual_Report_2019.pdf,,2019,"That flexible approach to incentives is mirrored throughout the organisation. Informa has growing international reach and operates across many different specialist markets. With strong competition for high quality talent across the world, it is essential we adapt our approach in these different markets and geographies to remain relevant and competitive. The reward structure for all Informa colleagues is set out on pages 138 and 139 and a comparison of Group Chief Executive pay to average colleague pay is also included in our Report.",average colleague,133,78,80,0,
Informa_Annual_Report_2019.pdf,,2019,"CEO pay ratios The table below sets out the ratios of the Group Chief Executive to the equivalent pay for the lower quartile, median and upper quartile UK employees (calculated on a full time basis). While the Group Chief Executive is based in the UK, his role and remit are international and the pay ratios required by the Companies (Miscellaneous Reporting) Requirements 2018 take no account of those colleagues based outside the UK (68% of total colleagues). The ratios are calculated using total pay and benefits for UK colleagues over the 2019 financial year and the disclosure will build up over time to cover a rolling 10-year period.",total colleagues,140,84,86,0,
Intertek_Group_Annual_Report_2019.pdf,,2019,"People Our people are the key to our success. They are vital to achieving our purpose, delivering our vision and living our values. We are committed to engaging with our employees and ensuring their voices are heard at the highest level in the business. As a global organisation with 46,000 employees operating in more than 100 countries, we agreed that the whole Board will continue to have responsibility for employee engagement, being an alternative option as per the 2018 UK Corporate Governance Code, as we believe this is a more effective way for us to maximise employee engagement throughout Intertek. All Directors and senior management visit different operations throughout the year and this enables each person to see and feel the culture operating within the business.","with 46,000 employees",69,52,55,1,
Intertek_Group_Annual_Report_2019.pdf,,2019,"Average number of employees during reported period 44,775 44,255",Average number of employees,38,0,4,1,
Intertek_Group_Annual_Report_2019.pdf,,2019,"Our global network in more than 100 countries, with 46,000 employees, keeps us close to our customers and able to understand their challenges.","with 46,000 employees",6,9,12,1,
Intertek_Group_Annual_Report_2019.pdf,,2019,"Service quality The 46,000 colleagues across our global network are putting customers at the centre of everything they do. Our decentralised organisation model ensures that our people, living and working in the local markets where our clients operate, are in regular personal contact, continuously listening and responding to what customers have to tell them about what they are looking for.","The 46,000 colleagues",28,2,5,1,
Intertek_Group_Annual_Report_2019.pdf,,2019,"Our data Our desire for improved data accuracy and environmental reporting continues with our annual GHG reporting cycle running from 1 October 2018 to 30 September 2019. The corresponding average number of employees for this period was 44,775. Throughout 2019, we have continued to increase attention to detail and diligence across all Intertek sites and we continue to embed policies and procedures in our regional and divisional structures.",average number of employees,38,30,34,1,
Intertek_Group_Annual_Report_2019.pdf,,2019,"For the three employees around the 25th percentile: Ratios ranged from 215:1 to 227:1, with an arithmetic mean of 222:1. For the three employees around the 50th percentile: Ratios ranged from 160:1 to 167:1, with an arithmetic mean of 164:1. For the three employees around the 75th percentile: Ratios ranged from 112:1 to 121:1, with an arithmetic mean of 116:1.",the three employees,107,2,5,0,
Intertek_Group_Annual_Report_2019.pdf,,2019,Total employee costs are shown below:,Total employee,127,0,2,0,
Intertek_Group_Annual_Report_2019.pdf,,2019,<TABLE 85 CONTENTS(Employee costs Wages and salaries Equity-settled transactions Social security costs Pension costs (note 16) Total employee costs) ENDTABLE>,Total employee,127,21,23,0,
Just_Eat_Annual_Report_2019.pdf,,2019,The average number of employees converted into full-time equivalents,average number of employees,149,1,5,1,
Just_Eat_Annual_Report_2019.pdf,,2019,The average number of employees converted into full-time equivalents,average number of employees,150,1,5,1,
Just_Eat_Annual_Report_2019.pdf,,2019,"The average number of FTEs for the departments was 2,024 (2018: 1,233),",average number of FTEs,150,1,5,1,
Just_Eat_Annual_Report_2019.pdf,,2019,"The average number of FTEs for delivery staff was 2,314 (2018: 780),",average number of FTEs,149,1,5,1,
Just_Eat_Annual_Report_2019.pdf,,2019,our average number of FTEs for delivery staff is mainly driven by,average number of FTEs,149,1,5,0,
Just_Eat_Annual_Report_2019.pdf,,2019,our average number of FTEs is mainly driven by acquisitions and continued,average number of FTEs,150,1,5,0,
Just_Eat_Annual_Report_2019.pdf,,2019,fourteen). This ratio is based upon total staff cost per average FTE in 2019.,total staff,85,8,10,0,
Just_Eat_Annual_Report_2019.pdf,,2019,"Total staff costs 112,383 55,959",Total staff,150,0,2,0,
Legal&General_Annual_Report_2019.pdf,,2019,Monthly average number of staff employed during the year:,average number of staff,225,1,5,1,
Legal&General_Annual_Report_2019.pdf,,2019,"Sunderland is home to over 5,500 businesses employing more than 100,000 people. Despite this, there has been a lack of development and office space within the city centre has been limited. Our investment, which forms part of the wider Riverside Sunderland project, is expected to support the creation of up to 3,000 new jobs and contribute to Sunderland s regeneration.","employing more than 100,000 people",17,7,12,0,
Legal&General_Annual_Report_2019.pdf,,2019,Total employee related expenses 939 820,Total employee,225,0,2,0,
Melrose_Industries_Annual_Report_2019.pdf,,2019,"Total average number of persons employed 56,092 58,712",average number of persons,148,1,5,1,
Melrose_Industries_Annual_Report_2019.pdf,,2019,"As part of Melrose s overall information security strategy, IT Security awareness training was deployed by all businesses, with more than 22,000 employees in attendance over the course of 2019.","with more than 22,000 employees",69,20,25,0,
Melrose_Industries_Annual_Report_2019.pdf,,2019,"Total staff costs 2,868 2,064",Total staff,147,0,2,0,
Melrose_Industries_Annual_Report_2019.pdf,,2019,"(1) The figure for the year ended 31 December 2018 is the total staff costs as stated in note 7 to the financial statements and the figure for the year ended 31 December 2019 is the total staff costs as stated in note 7 to the financial statements. (2) The 2018 total staff costs include eight months of GKN staff costs as compared to the 2019 costs, which include 12 months. In light of this, and of the Company s business model of Buy, Improve, Sell , your Board does not consider that the table is meaningful in the context of the Group s remuneration structure, which provides a strong alignment with shareholder interests.",total staff,100,14,16,0,
Melrose_Industries_Annual_Report_2019.pdf,,2019,"To give context to the Chief Executive remuneration for the previous ten years and the CEO pay ratio, we have included an illustrative chart tracking CEO pay and average employee pay over the last ten financial years alongside Melrose s TSR performance and the FTSE 100 s TSR performance over the same period. The Committee has always been committed to ensuring that the Chief Executive s reward is commensurate with performance. The chart shows a clear alignment between shareholder returns and the Chief Executive s single figure pay.",average employee,99,29,31,0,
Mondi_Annual_Report_2019.pdf,,2019,<TABLE 93 CONTENTS(Segment revenue Internal revenue External revenue Underlying EBITDA Depreciation and impairments Amortisation Underlying operating profit/(loss) Special items Operating segment assets Operating segment net assets Trailing 12-month average capital employed Additions to non-current non-financial assets Capital expenditure cash payments Underlying EBITDA margin (%) Return on capital employed (%) Average number of employees (thousands)1) ENDTABLE>,Average number of employees,168,59,63,0,
Mondi_Annual_Report_2019.pdf,,2019,"Mondi employs around 26,000 people at 100 production sites across more than 30 countries, with key operations located in Europe, North America and Africa.","employs around 26,000 people",8,1,5,1,
Mondi_Annual_Report_2019.pdf,,2019,"Mondi is a leading global packaging and paper group employing around 26,000 people across more than 30 countries.","employing around 26,000 people",2,9,13,1,
Mondi_Annual_Report_2019.pdf,,2019,Average number of employees (thousands)1 25.9 26.1,Average number of employees,173,0,4,1,
Mondi_Annual_Report_2019.pdf,,2019,Average number of employees by principal location of employment1,Average number of employees,171,0,4,1,
Mondi_Annual_Report_2019.pdf,,2019,"With approximately 26,000 employees across more than 30 countries, our vision is to provide an employee experience that inspires and empowers a global workforce to deliver our Group strategy. Engaging and motivating our people to reach their full potential and providing opportunities for their personal and professional development ensures our business continues to grow and succeed.","With approximately 26,000 employees",41,0,4,1,
Mondi_Annual_Report_2019.pdf,,2019,"The effect our decisions will have on our employees is one of the Board s primary considerations when determining our future strategy, reviewing transaction and capital expenditure proposals and considering our approach to safety and sustainability. Rather than use only one method to establish the views of our employees, we use a combination of different methods, consisting of a formal workforce panel in line with the UK Corporate Governance Code as well as a number of other arrangements. Mondi employs around 26,000 people across more than 30 countries. Some of our people are office-based but many work in our plants and forests. There is therefore no one method that is suitable for all employees. By using a range of methods, we aim to reach as many people as we can.","employs around 26,000 people",104,84,88,1,
